숙박시설명,시설명(영문),주소,주소(영문),숙박위치(동서방향),숙박위치(남북방향),숙박업소 홈페이지 주소,숙박업소 근처 시티투어 버스 유무,숙박업소 등급,숙박업소 건물 수,숙박업소 객실 수,숙박업소 스탠딩 수,숙박업소 좌석 수,숙박업소 대표메뉴,숙박업소 특징,숙박업소 연중무휴 여부,숙박업소 오픈 시간,숙박업소 종료 시간,성수기시작일,성수기종료일,숙박시설의 휴무 이유,조식 유무,쿠폰 유무,쿠폰 할인율,쿠폰 시작 날짜,쿠폰 마감 날짜,쿠폰 참고사항,주민 사용가능한 쿠폰 유무,주차장 유무,주차장 요금 유무,주차장 세부사항,주차 자동차 합계,주차 버스 합계,숙박 주변 주차장 정보,장애인 시설 유무,산책 유무,신용카드 유무,팁 유무,핸드폰 충전 유무,짐 보관 이유,아동 보육 유무,반려동물 보호 유무,외국인 가이드 유무,근처 관광 정보,근처 쇼핑 정보,근처 외식 정보,근처 숙박 정보,근처 교통 정보
어사랑,,전라남도 여수시 봉산1로 1,"1, Bongsan 1-ro, Yeosu-si, Jeollanam-do",374697.9094,237103.0023,,n,,0,0,8,32,,"봉산동,대교동",n,11:00,22:00,,,"매월 첫째 셋째 화요일 휴무, 명절 전날 휴무",n,n,,,,,n,n,n,,0,0,인근도로주변 주차장,,n,n,n,n,n,n,n,n,n,n,n,n,n
숯소(선원동),,전라남도 여수시 무선6길 42-13,"42-13, Museon 6-gil, Yeosu-si, Jeollanam-do",368253.4777,242098.1754,,n,,0,0,154,0,,선원동,n,11:00,23:00,,,,n,n,,,,,n,y,n,,3,0,공용주차장이용,무,n,n,n,n,n,n,n,n,n,n,n,n,n
해원,,전라남도 여수시 소호로 283,"283, Soho-ro, Yeosu-si, Jeollanam-do",368118.1202,238423.9972,,n,,0,0,20,40,,"소호동,쌍봉동,물가조사",n,11:30,21:00,,,둘째 넷째 화요일 휴무,n,n,,,,,n,y,n,,20,0,,,n,n,n,n,y,n,n,n,n,n,n,n,n
형제숯불갈비,,전라남도 여수시 충무5길 9-3,"9-3, Chungmu 5-gil, Yeosu-si, Jeollanam-do",375484.0811,238234.406,,n,,0,0,80,24,,"충무동,물가조사",n,11:00,21:00,,,매월 첫째 셋째 일요일 휴무,n,n,,,,,n,y,n,,10,0,대한생명뒷골목,,n,n,n,n,y,n,n,n,n,n,n,n,n
혜정,,전라남도 여수시 시청서1길 44,"44, Sicheongseo 1-gil, Yeosu-si, Jeollanam-do",,,,n,,0,0,40,0,,"학동,쌍봉동",n,17:00,22:00,,,"매주 일요일휴무,명절은 상황에따라휴무",n,n,,2019-09-23,,,n,y,n,,0,0,인근 도로변,,n,n,n,n,n,n,n,n,y,n,y,y,n
일광,,전라남도 여수시 박람회길 23-36,"23-36, Bangnamhoe-gil, Yeosu-si, Jeollanam-do",,,,n,,0,0,40,0,,"덕충동,만덕동",n,11:00,21:00,,,매주 일요일,n,n,,,,,n,y,n,,2,0,도로변주차가능,,n,n,n,n,y,n,n,n,n,n,n,n,n
황토잠,,전라남도 여수시 돌산읍 평사양지길 69,"69, Pyeongsayangji-gil, Dolsan-eup, Yeosu-si, Jeollanam-do",376895.495,229797.585,,n,,1,1,0,0,,,n,,,07월 10일,08월 30일,,n,n,,,,,n,y,n,,0,0,,,n,y,n,y,n,n,n,n,y,n,y,y,n
포유호스텔,,전라남도 여수시 오동도로 46,"46, Odongdo-ro, Yeosu-si, Jeollanam-do",377051.7751,238447.5258,https://foryouhostel.modoo.at,n,,1,12,0,0,,"포유호스텔,여수게스트하우스,숙박,해상케이블카",n,14:00,11:00,07월 15일,08월 15일,,y,n,,,,,n,y,n,,20,10,,,n,y,y,y,n,n,n,y,y,n,y,y,n
여자만농촌마을,,전라남도 여수시 율촌면 서부로 1188,"1188, Seobu-ro, Yulchon-myeon, Yeosu-si, Jeollanam-do",359672.4357,247399.528,http://blog.naver.com/ouriagi0923,n,,0,0,0,0,,,y,,,,,,n,n,,,,,n,y,n,,30,2,,,n,n,n,n,n,n,n,n,y,n,y,y,n
안포Sea마을,,전라남도 여수시 화양면 화양로 922-13,"922-13, Hwayang-ro, Hwayang-myeon, Yeosu-si, Jeollanam-do",365261.7922,231265.8273,http://www.ahnpo.com/,n,,0,0,0,0,,,y,,,,,,n,n,,,,,n,y,n,,0,0,,,n,n,n,n,n,n,n,n,y,n,y,y,n
조이요트투어,,전라남도 여수시 웅천동 마리나 1,,,,,n,,0,0,0,0,,,y,8:00,23:00,,,,n,n,,2020-07-01,2020-07-19,"주간요트투어(50분) 50,000원 → 30,000원<br>주간요트조종체험(50분) 60,000원 → 32,000원<br>야경요트투어(150분) 90,000원 → 69,000원",n,y,n,,0,0,마리나 공용주차장,,n,n,n,n,n,n,n,n,y,y,y,y,y
골드비치리조트,,전라남도 여수시 소호로 213,"213, Soho-ro, Yeosu-si, Jeollanam-do",368118.1202,238423.9972,,n,,1,47,0,0,,"여수골드비치리조트,여수소호동,여수오션뷰,여수신축리조트",n,15:00,11:00,07월 01일,08월 31일,,n,n,,,,,n,y,n,,40,0,리조트 앞 갓길,,n,y,y,y,n,n,n,y,y,n,y,y,n
여수스파랜드,,전라남도 여수시 남산로 60-31,"60-31, Namsan-ro, Yeosu-si, Jeollanam-do",375742.5901,237638.011,http://061-643-7070.inter114.com/,n,,0,0,0,0,,,n,,,,,,n,n,,,,,n,n,n,,0,0,출입구경사로,,n,n,n,n,n,n,n,n,y,y,y,y,y
여수 호텔더시티,,전라남도 여수시 좌수영로 641,"641, Jwasuyeong-ro, Yeosu-si, Jeollanam-do",,,http://www.citypark.co.kr/,n,,0,55,0,0,,,n,15:00,11:00,07월 01일,08월 31일,,n,n,,,,,n,y,n,,0,0,,,n,y,y,y,n,n,n,y,y,n,y,y,n
어반스테이 여수오션힐,,전라남도 여수시 돌산읍 강남해안로 81,"81, Gangnamhaean-ro, Dolsan-eup, Yeosu-si, Jeollanam-do",377053.3127,235547.7448,urbanstay.co.kr/,n,,1,400,0,0,,"스카이비치,호텔,19층루프탑,수영장",n,15:00,11:00,,,,n,n,,,,,n,y,n,,120,0,,,n,y,y,y,n,n,n,y,y,n,y,y,n
D-stay,,전라남도 여수시 돌산읍 강남4길 29-31,"29-31, Gangnam 4-gil, Dolsan-eup, Yeosu-si, Jeollanam-do",377252.6078,236150.2429,http://www.dstay.co.kr/,n,,1,9,0,0,,"디스테이펜션,디스테이민박,숙소,숙박,펜션,민박,D_STAY,DSTAY,DSTAY펜션",n,15:00,11:00,07월 20일,08월 20일,,n,n,,,,,n,y,n,,7,0,,,n,n,y,y,n,n,n,y,y,y,y,y,n
예술랜드리조트,,전라남도 여수시 돌산읍 무술목길 142-1,"142-1, Musulmok-gil, Dolsan-eup, Yeosu-si, Jeollanam-do",379801.7775,232293.4388,http://www.alr.co.kr/,n,,0,80,0,0,,,n,9:00,21:00,,,,n,n,,,,,n,y,n,,500,30,,장애인 화장실만 있음,n,y,y,y,n,n,n,y,y,n,y,y,n
안단테 민박,,전라남도 여수시 화양면 화양로 123,"123, Hwayang-ro, Hwayang-myeon, Yeosu-si, Jeollanam-do",,,,n,,1,1,0,0,,,n,14:00,11:00,07월 10일,08월 30일,,n,n,,,,,n,y,n,,3,1,,,n,n,n,y,n,n,n,y,n,n,n,n,n
엑스포아트갤러리,,전라남도 여수시 박람회길 1,,,,http://www.expo2012.kr/ ,y,,0,0,0,0,,,y,10:00,18:00,,,월요일 휴관,n,n,,,,,n,y,y,,0,0,,,n,n,n,n,n,n,n,n,y,y,y,y,y
제백요트투어,,전라남도 여수시 예울마루로 37-33,"37-33, Yeulmaru-ro, Yeosu-si, Jeollanam-do",,,,n,,0,0,0,0,,,y,10:00,0:00,,,,n,n,25%,2020-07-01,2020-07-19,"주간요트투어(60분) 정상요금 40,000원, 야경요트투어(120분) 정상요금 80,000원",n,y,n,,40,5,,없음,n,n,n,n,n,n,y,y,y,y,y,y,y
안산동해물삼합,,전라남도 여수시 안산1길 186-5,,,,,n,,0,1,60,0,,,n,4:00,12:00,,,,n,n,,,,,n,n,n,,0,0,,,n,n,n,n,y,n,n,n,y,y,y,y,y
신우펜션민박,,전라남도 여수시 돌산읍 진두해안길 16-9,"16-9, Jinduhaean-gil, Dolsan-eup, Yeosu-si, Jeollanam-do",,,http://mtsolution.co.kr/sinwoopension,n,,0,1,0,0,,"돌산공원,케이블카,장군도",n,14:00,12:00,,,,n,n,,,,,n,y,n,,4,0,,,n,y,n,y,n,n,n,n,n,y,n,y,y
휴앤고호스텔,,전라남도 여수시 동문로 94,"94, Dongmun-ro, Yeosu-si, Jeollanam-do",,,www.huengo.kr,n,,1,4,0,0,,"휴앤고게스트아후스,모텔,숙박,게스트하우스",n,15:00,11:00,07월 10일,08월 30일,,y,n,,,,,n,y,y,,0,0,공영주차장,,n,y,n,y,n,n,n,n,n,y,y,y,y
여수나폴리하우스펜션,,전라남도 여수시 돌산읍 두문포길 131-3,,,,http://yeosunapolihouse.co.kr,n,,1,11,0,0,,,n,15:00,11:00,07월 01일,08월 31일,,n,n,,,,,n,y,n,,11,10," 여수나폴리하우스 앞,두문포항 내",,n,y,n,y,n,n,n,y,y,y,y,y,y
굿썸모텔,,전라남도 여수시 돌산읍 강남로 45,,,,http://0616446565.tshome.co.kr/,n,,0,32,0,0,,,n,,,,,,n,n,,,,,n,y,n,,0,0,,,n,y,n,n,n,n,n,n,y,y,y,y,y
초콜릿호텔,,전라남도 여수시 봉산동 258-4,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
제이모텔,,전라남도 여수시 성산3길 24-8 (화장동),,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
6&9모텔,,전라남도 여수시 성산3길 21-10 (화장동),,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
제이제이,,전라남도 여수시 돌산읍 돌산로 2788,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
KJ모텔,,전라남도 여수시 여문문화2길 33 (문수동),,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
쉼호텔,,전라남도 여수시 돌산읍 강남6길 48,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
홍도,,전라남도 여수시 공화남2길 23-1 (공화동),,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
GD모텔,,전라남도 여수시 봉산동 257-1,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
하나여인숙,,전라남도 여수시 교동시장4길 16-3 (교동),,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
월드여인숙,,전라남도 여수시 교동시장4길 7 (교동),,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
여행하기 좋은날,,전라남도 여수시 교동남1길 5-4 (교동),,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
여수게스트하우스 벨루가B,,전라남도 여수시 공화북4길 2 (공화동),,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
아모르,,전라남도 여수시 교동남1길 6-1 (교동),,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
연무인텔,,전라남도 여수시 소라면 죽림중앙로 13-5,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
E하우스모텔,,전라남도 여수시 오림4길 61 (오림동),,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
세화모텔,,전라남도 여수시 오동도로 61-20 (수정동),,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
화린장,,전라남도 여수시 좌수영로 63-8 (광무동),,,,,n,,0,0,0,0,,,n,,,,,,n,n,,,2023-12-25,,n,n,n,,0,0,,,n,y,n,y,n,n,n,n,y,y,y,y,y
프린스 모텔,,전라남도 여수시 공화동 1087-2,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
하얀집,,전라남도 여수시 삼산면 거문길 108-1,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
아이젠 모텔,,전라남도 여수시 봉산2로 33 (봉산동),,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
여수게스트하우스  플라잉피그B&B,,전라남도 여수시 공화북3길 7 (공화동),,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
고향모텔,,전라남도 여수시 돌산읍 향일암로 75,,,,,n,,0,0,0,0,,,n,,,,,,n,n,,,,,n,n,n,,0,0,,,n,y,n,y,n,n,n,n,y,y,y,y,y
초원 모텔,,전라남도 여수시 봉산남2길 23-22 (봉산동),,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
뮤 모텔,,전라남도 여수시 봉산남6길 7 (봉산동),,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
커피타임,,전라남도 여수시 공화남3길 15 (공화동),,,,,n,,0,0,0,0,,,n,,,,,,n,n,,,,,n,n,n,,0,0,,,n,y,n,y,n,n,n,n,y,y,y,y,y
좌수영 모텔,,전라남도 여수시 봉산남8길 7-20 (봉산동),,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
T모텔,,전라남도 여수시 학동서1길 5 (학동),,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
HOTEL THE B,,전라남도 여수시 선소로 41 (학동),,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
여수 웨이트 호텔,,전라남도 여수시 시청동3길 30-7 (학동),,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
야자 여수학동점,,전라남도 여수시 시청동2길 13 (학동),,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
쉼모텔,,전라남도 여수시 돌산읍 강남6길 46,,,,,n,,0,0,0,0,,,n,0:00,23:59,,,,n,n,,,,,n,n,n,,,,,,n,n,n,n,n,n,n,n,y,y,y,y,y
